Country,launched_at,Categories,Prct_goal
USA,15/11/30,film and video,0.23
USA,14/1/08,music,0
USA,13/7/31,technology,107.51
USA,13/6/16,publishing,54.27
USA,15/11/21,comics,14.23
USA,13/7/16,music,2.1
USA,13/5/07,publishing,8.63
USA,17/6/30,publishing,59.2
USA,17/2/09,design,3.75
USA,17/7/03,film and video,23.37
USA,17/6/05,technology,230.36
USA,13/10/28,publishing,76.8
USA,11/11/29,art,0
USA,13/5/28,film and video,102.28
USA,15/8/16,music,0
USA,15/8/21,technology,147.77
USA,10/8/21,art,2.62
USA,17/2/28,music,47.17
USA,16/6/02,art,101.27
USA,16/9/13,design,1161.2
USA,16/7/14,music,101.25
USA,13/9/04,technology,111.11
USA,12/2/16,music,0.57
USA,14/10/27,games,146.92
USA,15/3/24,art,400
USA,16/2/23,music,0.86
USA,16/12/14,film and video,6.69
USA,17/4/06,games,0.1
USA,11/10/05,film and video,106.88
USA,9/10/22,technology,105.05
USA,15/1/22,music,0
USA,13/12/27,film and video,106.91
USA,13/7/09,games,19.78
USA,16/6/28,theater,104.35
USA,13/7/03,film and video,101
USA,13/5/29,publishing,107.7
USA,16/7/25,film and video,105.5
USA,12/10/26,music,100.75
USA,10/7/26,art,0
USA,10/9/01,publishing,9.25
USA,17/8/23,technology,0
USA,12/4/18,music,0.3
USA,11/4/21,music,100.67
USA,15/6/24,publishing,105.9
USA,13/8/23,publishing,19.69
USA,13/9/04,music,101.88
USA,15/8/03,publishing,100.11
USA,15/2/24,music,158.83
USA,12/7/01,publishing,238
USA,11/8/02,publishing,100
USA,12/7/01,film and video,3.77
USA,17/3/13,film and video,0
USA,15/10/13,technology,15.26
USA,16/9/13,film and video,118.18
USA,17/8/29,film and video,69.45
USA,16/10/02,film and video,0.36
USA,16/2/17,music,101.4
USA,10/8/27,music,138.49
USA,16/1/08,music,0
USA,16/12/12,technology,0.18
USA,15/5/09,publishing,0.38
USA,16/6/21,music,157.5
USA,17/3/27,music,27.21
USA,16/10/13,comics,152.08
USA,12/5/11,publishing,0
USA,11/4/22,music,1
USA,15/7/31,publishing,170
USA,14/4/29,film and video,141.51
USA,13/4/25,music,102.5
USA,13/9/30,publishing,220.35
USA,15/2/18,film and video,121.8
USA,15/3/15,art,22.5
USA,12/10/11,publishing,0
USA,16/12/13,design,2.01
USA,16/8/31,design,114.2
USA,11/2/06,music,18.9
USA,11/10/30,music,30.9
USA,15/10/12,theater,5.41
USA,17/2/10,film and video,0.11
USA,17/9/01,technology,2.21
USA,17/8/31,fashion,4.4
USA,14/7/16,music,2.3
USA,16/11/03,film and video,100.89
USA,16/2/23,technology,207.02
USA,13/7/16,film and video,103.75
USA,15/2/17,art,50.33
USA,14/6/15,music,100.39
USA,11/5/17,music,100.01
USA,14/10/13,technology,261.58
USA,14/12/04,technology,0
USA,14/7/30,publishing,1
USA,17/5/02,fashion,166.6
USA,11/9/07,music,45.6
USA,17/1/03,music,35.51
USA,13/10/10,publishing,0.83
USA,14/11/06,publishing,0.16
USA,16/12/11,film and video,105.65
USA,17/3/28,art,0.14
USA,16/2/09,publishing,134.27
USA,14/9/23,publishing,0
USA,16/6/27,comics,200.95
USA,12/3/24,music,0
USA,14/4/25,technology,23
USA,10/7/07,film and video,7.58
USA,15/9/03,technology,0.11
USA,16/11/18,photography,9.48
USA,16/10/04,film and video,103.4
USA,16/6/30,comics,428.1
USA,13/10/22,art,0
USA,14/5/30,publishing,64
USA,14/6/05,film and video,9.77
USA,15/1/06,art,12.3
USA,14/7/14,publishing,0
USA,14/6/25,publishing,0.05
USA,14/5/26,publishing,154
USA,13/8/29,film and video,39.76
USA,16/11/13,publishing,0
USA,12/2/15,music,0
USA,14/12/15,film and video,105.58
USA,15/11/27,technology,380.52
USA,11/12/01,film and video,108.52
USA,15/7/24,technology,0.23
USA,14/6/17,publishing,7.31
USA,13/12/18,film and video,121.65
USA,17/3/01,music,520.15
USA,16/10/11,film and video,43.5
USA,13/10/01,music,0
USA,16/7/06,technology,0
USA,12/3/22,music,100.75
USA,17/5/30,technology,229.49
USA,16/7/22,film and video,159.03
USA,13/2/15,technology,2455.3
USA,15/12/02,technology,322.8
USA,12/10/30,art,106.79
USA,15/3/23,technology,138.69
USA,11/4/19,music,132.07
USA,16/10/31,music,38.3
USA,15/1/05,games,5.1
USA,16/6/01,technology,0
USA,17/6/27,games,82.54
USA,13/10/14,music,0
USA,17/9/07,photography,29.96
USA,12/11/04,film and video,101.37
USA,15/4/22,games,16.88
USA,14/1/01,publishing,136.53
USA,15/8/10,theater,15.06
USA,17/5/26,technology,0.12
USA,15/10/22,film and video,0.02
USA,11/7/26,music,102.12
USA,17/6/23,fashion,1.4
USA,16/6/14,technology,298.8
USA,14/6/06,publishing,26.9
USA,16/12/03,film and video,0
USA,15/5/02,music,113.95
USA,14/6/19,publishing,7.4
USA,11/1/12,film and video,1.12
USA,17/3/03,film and video,119.25
USA,12/12/21,art,0.2
USA,17/6/09,publishing,0
USA,16/12/29,film and video,0.37
USA,16/12/06,film and video,7.44
USA,17/5/02,design,244.14
USA,14/10/17,art,0
USA,13/2/19,music,300.6
USA,14/8/06,art,1.5
USA,17/6/29,fashion,3.4
USA,12/5/12,music,101.7
USA,10/7/01,music,33.62
USA,12/5/03,film and video,0.18
USA,13/3/29,music,148.48
USA,16/2/26,technology,1.74
USA,12/8/09,film and video,100.32
USA,16/10/24,comics,23.36
USA,11/12/15,film and video,2.49
USA,12/7/30,music,0
USA,13/11/13,music,101.17
USA,14/11/14,technology,354.58
USA,12/3/20,music,117.24
USA,14/5/29,film and video,123.71
USA,15/6/02,photography,146.65
USA,14/7/21,music,0
USA,12/5/03,music,30.44
USA,17/9/05,fashion,0
USA,14/6/20,film and video,102.28
USA,17/7/26,film and video,0.17
USA,16/2/25,film and video,110.83
USA,12/9/27,music,100.39
USA,16/3/02,film and video,0
USA,12/3/28,music,587.38
USA,16/11/28,music,0
USA,16/4/11,film and video,126.23
USA,11/3/14,film and video,130.6
USA,13/5/17,publishing,0
USA,12/3/20,publishing,1.1
USA,16/2/02,journalism,0.01
USA,16/1/05,technology,0.56
USA,15/6/01,art,326.8
USA,13/5/10,music,2
USA,12/2/12,publishing,115.31
USA,12/6/18,publishing,101.72
USA,14/8/12,publishing,0.26
USA,16/4/03,music,1.3
USA,17/9/13,music,0
USA,16/10/25,film and video,0.07
USA,17/9/12,food,163.77
USA,15/4/27,technology,0
USA,17/4/22,food,0.9
USA,14/8/12,games,10.31
USA,11/3/10,music,104.04
USA,17/5/09,design,251.6
USA,16/5/03,technology,3.93
USA,17/8/03,games,55.23
USA,17/2/01,design,23.34
USA,14/11/07,publishing,166.98
USA,17/5/10,publishing,0
USA,15/12/30,music,0
USA,17/3/07,film and video,8.94
USA,16/9/07,film and video,2.66
USA,11/12/27,film and video,0
USA,16/12/26,music,0
USA,16/10/28,dance,108
USA,17/8/11,food,6.25
USA,15/6/19,film and video,16
USA,12/4/16,film and video,29.17
USA,14/5/15,art,1.05
USA,14/7/16,film and video,0
USA,16/4/13,publishing,21.17
USA,17/1/28,publishing,242.17
USA,16/11/27,theater,56.56
USA,12/9/05,publishing,2.05
USA,13/2/13,music,117
USA,16/10/29,fashion,0.01
USA,12/2/11,music,110.35
USA,17/7/15,art,510.4
USA,16/9/17,film and video,0
USA,11/9/05,publishing,0.02
USA,14/12/03,technology,5.85
USA,17/7/10,photography,0.73
USA,11/6/01,publishing,234.75
USA,14/7/09,music,115.38
USA,15/5/04,technology,0
USA,17/3/15,publishing,9.24
USA,12/4/06,design,144.46
USA,13/3/26,music,11.6
USA,15/9/23,film and video,103.73
USA,16/7/27,art,0.88
USA,13/1/01,music,101.8
USA,15/3/01,publishing,315
USA,15/7/31,film and video,111.61
USA,15/2/05,technology,0
USA,15/10/01,film and video,2.08
USA,17/8/09,publishing,0.05
USA,11/4/30,music,1.44
USA,14/10/30,publishing,237.2
USA,16/12/07,technology,150.53
USA,12/8/07,games,12.22
USA,11/9/30,music,2
USA,15/3/30,film and video,12.51
USA,11/9/09,music,100.37
USA,16/11/25,design,23.5
USA,11/11/30,music,0
USA,16/6/23,art,442.8
USA,17/2/01,comics,297.26
USA,13/1/11,art,180.05
USA,11/2/08,music,100
USA,15/12/04,technology,3.75
USA,13/8/28,film and video,106.34
USA,16/12/05,technology,71.41
USA,17/4/18,games,119.18
USA,17/6/15,film and video,1.36
USA,13/9/05,music,13.46
USA,16/9/13,design,127.65
USA,11/11/01,publishing,102.9
USA,15/5/22,film and video,32.63
USA,12/5/17,film and video,2.78
USA,15/7/13,technology,0
USA,14/7/04,publishing,213.6
USA,11/9/03,film and video,10.39
USA,17/3/31,design,112
USA,12/8/28,music,12.58
USA,15/10/03,film and video,0.01
USA,11/7/26,film and video,2.27
USA,15/12/08,technology,0.21
USA,16/5/18,art,7.33
USA,16/4/26,design,204.55
USA,14/7/28,publishing,15.59
USA,11/8/12,music,121.5
USA,14/8/30,technology,1.23
USA,10/12/07,music,134.11
USA,15/5/14,photography,0
USA,16/9/06,fashion,180.13
USA,11/10/03,film and video,104
USA,12/1/28,film and video,72.2
USA,17/6/04,publishing,143.67
USA,15/11/12,technology,0.02
USA,13/4/23,publishing,115.74
USA,17/5/22,publishing,1.5
USA,11/5/20,music,105.93
USA,13/9/13,music,211.17
USA,17/4/26,film and video,0.04
USA,17/2/16,film and video,127.6
USA,17/6/05,theater,0.02
USA,15/12/06,publishing,0
USA,14/9/10,photography,0.11
USA,11/11/01,art,144.25
USA,13/11/12,film and video,100.67
USA,15/6/14,film and video,104.09
USA,9/11/24,film and video,126.33
USA,17/7/25,technology,23.48
USA,15/11/05,photography,0.4
USA,12/10/29,music,110.56
USA,16/9/30,music,170.61
USA,15/9/28,technology,0
USA,12/11/22,music,0
USA,14/10/27,theater,37.41
USA,14/5/14,technology,8.01
USA,15/3/09,film and video,106.29
USA,13/4/26,music,101.2
USA,12/5/01,publishing,130.54
USA,16/11/02,film and video,2.5
USA,14/3/07,music,100.84
USA,17/2/12,film and video,0
USA,13/8/31,publishing,12.55
USA,16/12/09,design,807.02
USA,13/8/12,art,102.09
USA,16/7/02,film and video,117.58
USA,14/5/22,games,0.07
USA,13/1/01,music,120.2
USA,15/4/12,music,0
USA,17/4/05,comics,141.32
USA,16/7/13,technology,19.98
USA,15/4/27,film and video,227
USA,12/8/31,publishing,8.42
USA,17/9/04,crafts,0
USA,12/5/09,art,0.5
USA,10/1/11,publishing,0
USA,16/1/19,technology,0.17
USA,14/10/24,technology,0
USA,16/7/22,fashion,6
USA,16/10/23,publishing,297.28
USA,13/9/30,art,151.21
USA,14/11/18,film and video,0.93
USA,14/10/05,music,0.39
USA,15/11/12,music,107.24
USA,15/11/03,publishing,167.9
USA,15/5/02,film and video,0.25
USA,12/10/11,publishing,1
USA,10/11/11,music,103.4
USA,16/12/08,food,0
USA,14/11/10,technology,164.26
USA,17/8/18,film and video,109.23
USA,15/5/18,technology,3.61
USA,13/5/22,film and video,103.74
USA,14/12/20,music,100.12
USA,17/1/16,film and video,0
USA,12/9/04,music,100.2
USA,16/11/13,games,108.3
USA,13/2/13,music,160.17
USA,13/5/10,publishing,0.75
USA,12/7/23,art,128.33
USA,15/5/20,music,226
USA,16/9/07,film and video,0.48
USA,16/3/01,technology,2.87
USA,16/6/15,design,484.02
USA,11/6/03,music,162
USA,15/9/14,technology,0.06
USA,14/1/22,publishing,45.9
USA,13/11/05,music,12.74
USA,17/1/13,publishing,0.03
USA,14/7/29,dance,198.19
USA,17/3/30,games,20.42
USA,15/3/18,food,0
USA,16/5/11,technology,32.31
USA,12/8/01,music,104.07
USA,12/3/20,publishing,16.73
USA,10/6/04,publishing,7.09
USA,13/8/13,film and video,3.42
USA,14/5/12,technology,103.19
USA,11/4/06,music,100
USA,13/12/26,music,7.34
USA,16/8/16,music,0
USA,13/10/03,music,104
USA,17/3/01,design,0.51
USA,12/4/16,film and video,119.03
USA,16/12/11,music,24.98
USA,17/1/29,games,0
USA,15/10/08,music,100
USA,15/4/06,photography,104.36
USA,17/6/12,design,44
USA,14/5/27,film and video,0.66
USA,16/9/23,games,77.72
USA,17/5/31,publishing,3.19
USA,11/6/21,film and video,1.24
USA,11/9/16,music,121.5
USA,16/8/16,crafts,21.8
USA,16/7/20,film and video,109.21
USA,16/7/24,design,21.17
USA,16/7/05,technology,15.49
USA,13/10/04,music,196.2
USA,11/7/19,film and video,4.13
USA,16/7/28,art,2.03
USA,16/5/10,film and video,8.34
USA,17/3/23,art,200.87
USA,13/7/08,music,1.57
USA,16/2/16,design,795.75
USA,16/4/12,publishing,125.03
USA,15/8/18,food,0
USA,12/2/22,music,14.49
USA,17/6/20,fashion,11.56
USA,15/8/04,film and video,22.78
USA,16/11/27,publishing,0
USA,16/10/21,games,140.13
USA,15/3/25,music,10.1
USA,12/12/17,music,123.26
USA,14/8/01,technology,127.86
USA,14/10/22,film and video,100.45
USA,17/3/24,theater,40.14
USA,14/11/07,music,101.72
USA,10/12/23,film and video,1.05
USA,13/8/21,music,102.88
USA,16/11/11,film and video,12.05
USA,12/9/03,music,107.48
USA,13/11/13,music,100.88
USA,11/5/16,art,0
USA,11/5/24,film and video,0.02
USA,13/5/08,film and video,100.46
USA,10/7/22,music,120
USA,14/5/14,photography,0.93
USA,17/5/17,film and video,137.31
USA,17/1/10,technology,0.02
USA,15/1/30,music,0
USA,11/11/29,publishing,4.05
USA,16/10/20,comics,179.42
USA,13/11/08,music,166.7
USA,9/12/28,music,0
USA,15/3/02,music,100.07
USA,16/4/12,design,1576.99
USA,15/11/06,music,29.35
USA,13/5/21,music,44.42
USA,14/11/17,technology,544.03
USA,16/1/26,technology,0.21
USA,12/3/20,film and video,44.23
USA,16/10/26,games,123.09
USA,15/9/07,art,1.82
USA,13/6/10,publishing,0
USA,11/11/02,music,109.36
USA,12/12/02,film and video,151.22
USA,17/8/21,film and video,111.8
USA,11/3/09,film and video,28.52
USA,15/11/12,film and video,0
USA,13/2/12,music,112.99
USA,14/8/13,film and video,13.9
USA,11/7/22,art,137.78
USA,17/7/02,photography,45.83
USA,15/1/15,music,102.72
USA,13/11/21,music,100.17
USA,17/4/25,publishing,85.12
USA,14/10/02,music,0.35
USA,15/3/17,art,17.27
USA,12/9/17,film and video,107
USA,17/2/14,film and video,111.62
USA,13/6/14,music,141.81
USA,15/10/26,fashion,1.3
USA,10/9/22,music,102.6
USA,15/5/12,games,380.19
USA,17/1/15,publishing,19.27
USA,10/11/10,film and video,1.25
USA,15/9/09,photography,0
USA,17/3/07,games,165.1
USA,15/5/21,publishing,0
USA,12/4/23,art,1
USA,17/6/19,film and video,9.17
USA,16/4/11,fashion,20.72
USA,16/7/01,technology,19.64
USA,13/3/05,film and video,757.95
USA,12/8/02,music,0
USA,12/1/19,music,0
USA,14/1/16,music,107.12
USA,16/7/25,comics,28.82
USA,17/3/20,technology,0
USA,15/10/12,technology,0
USA,12/10/03,music,0
USA,16/9/07,design,0
USA,15/6/22,music,191.73
USA,13/6/03,publishing,2.47
USA,11/8/23,music,131.83
USA,16/10/25,film and video,5.13
USA,11/7/13,music,131.63
USA,16/10/26,technology,3.93
USA,16/10/05,film and video,0.02
USA,17/8/04,film and video,0.25
USA,17/8/29,games,65.81
USA,16/2/20,fashion,18.78
USA,12/5/31,film and video,103.96
USA,13/8/27,games,37.37
USA,13/8/27,music,8.35
USA,13/8/14,film and video,104.66
USA,15/4/16,technology,0
USA,17/5/06,comics,0.62
USA,16/3/29,technology,701.42
USA,14/7/18,film and video,3.09
USA,14/11/12,photography,0
USA,17/8/04,technology,314.25
USA,12/4/02,music,8.1
USA,12/11/09,publishing,0
USA,11/12/20,publishing,256.76
USA,15/5/29,technology,8400
USA,16/11/27,music,118.22
USA,15/1/09,music,0.01
USA,12/10/25,music,0.11
USA,12/9/10,music,101.31
USA,10/10/10,music,27.5
USA,15/8/25,music,141.03
USA,14/9/16,theater,0.31
USA,16/11/29,games,61.96
USA,15/4/01,technology,75.17
USA,14/10/06,technology,3.07
USA,13/5/10,film and video,110.67
USA,10/11/01,music,102.17
USA,15/5/29,film and video,103.33
USA,15/10/02,publishing,107.8
USA,13/3/25,music,0
USA,16/10/04,journalism,25.76
USA,16/12/08,film and video,1
USA,13/4/23,music,9.07
USA,17/5/26,fashion,0
USA,11/4/20,music,112.55
USA,12/3/01,film and video,103.91
USA,13/1/10,music,110.63
USA,16/5/04,fashion,105.31
USA,14/4/09,technology,2.83
USA,14/12/05,publishing,1.02
USA,15/2/06,art,0.01
USA,14/1/29,music,0.75
USA,13/11/25,publishing,123.16
USA,16/4/14,music,36.35
USA,13/11/12,film and video,100
USA,12/2/13,publishing,14.88
USA,15/12/04,technology,60.6
USA,14/10/31,technology,0
USA,17/7/16,fashion,0.98
USA,14/7/22,film and video,101.3
USA,16/10/25,film and video,0.3
USA,17/3/10,music,66.67
USA,14/8/08,music,108.19
USA,16/5/19,design,141.36
USA,12/6/24,music,68.76
USA,12/8/13,music,7.6
USA,16/8/30,film and video,116.04
USA,16/1/30,publishing,13.11
USA,16/10/18,film and video,82.81
USA,16/7/18,fashion,0
USA,12/9/16,art,0.02
USA,15/6/17,film and video,135.5
USA,12/6/12,publishing,0
USA,11/11/13,music,119.1
USA,12/9/04,film and video,16.5
USA,13/3/14,music,152.37
USA,16/7/15,film and video,0
USA,15/10/24,art,236
USA,16/9/13,music,0
USA,13/8/14,art,0
USA,14/9/29,music,1.45
USA,16/11/29,fashion,0
USA,14/1/07,publishing,222.57
USA,13/6/05,publishing,124.92
USA,15/8/31,technology,506.05
USA,14/6/12,technology,8.72
USA,11/6/03,music,150.83
USA,13/4/17,music,4.53
USA,17/4/14,film and video,0
USA,11/7/07,music,0
USA,10/12/11,music,101.3
USA,17/8/21,design,179.74
USA,15/9/15,technology,60.36
USA,17/4/28,film and video,35.74
USA,16/2/02,journalism,0
USA,16/8/08,fashion,0.04
USA,15/1/23,music,6.38
USA,17/4/25,technology,0.06
USA,10/12/15,music,0.02
USA,11/2/16,music,113.85
USA,12/11/01,publishing,0
USA,13/11/26,music,131.92
USA,14/2/19,music,128.34
USA,14/12/30,music,0.07
USA,16/11/02,fashion,143.98
USA,13/5/16,music,101.91
USA,12/1/06,music,218.4
USA,17/5/21,fashion,0.09
USA,15/1/07,food,106.31
USA,14/8/21,music,102.35
USA,15/1/12,food,21.41
USA,14/8/12,music,0
USA,13/2/01,film and video,138.35
USA,13/4/02,music,104
USA,14/11/21,design,625.41
USA,13/3/20,art,9
USA,16/11/22,design,30.99
USA,17/6/07,food,26.62
USA,15/4/26,publishing,11.03
USA,12/12/20,music,22.02
USA,16/10/05,film and video,11.85
USA,12/2/09,music,133.26
USA,17/8/23,fashion,247.72
USA,16/4/18,fashion,115.04
USA,15/7/27,music,102.8
USA,16/6/23,music,0
USA,16/2/22,film and video,108
USA,15/2/06,music,0.01
USA,15/9/01,technology,0
USA,15/3/04,art,102.8
USA,13/12/19,publishing,161.07
USA,12/3/28,music,233.33
USA,11/4/20,film and video,104.42
USA,14/9/05,music,0.01
USA,12/7/26,art,0
USA,14/4/14,publishing,46.58
USA,15/9/19,publishing,0
USA,16/8/10,games,4048
USA,14/10/29,publishing,0.42
USA,17/3/10,film and video,115.55
USA,14/2/23,music,6.55
USA,15/12/26,games,14.37
USA,13/2/07,film and video,11.05
USA,16/11/24,music,0
USA,14/6/03,technology,231.16
USA,13/4/29,publishing,0
USA,12/4/12,publishing,25.3
USA,16/1/25,music,0
USA,14/11/13,photography,0.01
USA,16/4/18,art,190
USA,15/2/25,art,0
USA,13/3/19,music,158.95
USA,13/11/11,art,8.92
USA,12/4/20,art,1
USA,15/2/11,technology,0
USA,17/6/06,games,1533.3
USA,15/12/22,publishing,284.44
USA,16/3/22,music,106.43
USA,16/12/16,film and video,111.89
USA,16/10/13,film and video,22
USA,12/6/29,publishing,109.17
USA,14/10/08,film and video,6.61
USA,14/12/18,publishing,1.2
USA,12/8/06,film and video,12.66
USA,11/9/13,publishing,4.42
USA,16/7/05,comics,344.4
USA,12/5/17,art,108.64
USA,16/12/07,film and video,0
USA,16/11/28,technology,13.2
USA,13/8/20,technology,103.08
USA,17/8/24,photography,0
USA,13/6/11,publishing,111
USA,14/5/14,art,6.23
USA,15/4/28,music,0
USA,15/11/16,music,0
USA,11/9/24,film and video,0
USA,11/9/30,music,10.29
USA,14/10/27,film and video,8.78
USA,11/6/28,publishing,0
USA,14/8/04,art,123.83
USA,15/8/14,publishing,272.2
USA,15/4/08,theater,136.17
USA,15/5/20,music,0.75
USA,16/11/03,technology,5.31
USA,14/9/09,film and video,0.67
USA,12/4/23,publishing,154
USA,11/2/08,music,102.72
USA,12/6/14,design,1576.39
USA,17/6/30,games,67.38
USA,17/6/01,publishing,8.9
USA,11/8/30,film and video,100.63
USA,15/12/07,film and video,16.67
USA,14/7/21,art,20.02
USA,17/3/09,photography,0.26
USA,17/8/14,film and video,4.19
USA,16/8/16,technology,7
USA,13/8/06,music,166.93
USA,14/6/18,technology,2.98
USA,16/2/24,games,119.63
USA,12/6/27,music,109.83
USA,15/9/10,journalism,101.6
USA,13/1/06,publishing,23.06
USA,11/12/30,music,0
USA,11/12/08,music,100.8
USA,14/5/15,art,108.93
USA,15/2/20,technology,0.8
USA,13/6/17,publishing,18.89
USA,17/2/13,music,0
USA,17/4/14,film and video,26.67
USA,13/1/23,art,0
USA,13/3/19,publishing,106.25
USA,15/1/13,technology,2083.84
USA,16/1/29,music,293.18
USA,11/5/23,music,7.21
USA,16/6/15,technology,0.34
USA,17/4/12,film and video,110.82
USA,16/10/21,film and video,5.83
USA,17/7/05,film and video,8.95
USA,16/3/14,film and video,12.57
USA,16/9/29,art,104.5
USA,14/11/10,music,105.76
USA,11/3/28,music,8.9
USA,16/8/02,publishing,0.2
USA,14/1/24,publishing,0
USA,14/9/13,music,107.77
USA,15/9/01,art,35.6
USA,17/2/06,journalism,254.17
USA,16/12/13,design,89.36
USA,11/11/26,music,20.36
USA,17/4/10,games,21.68
USA,11/9/10,music,114.8
USA,15/2/09,music,107.5
USA,14/5/26,music,102
USA,12/8/18,art,0.04
USA,12/10/16,music,116.29
USA,17/8/29,design,16.39
USA,16/7/18,fashion,35.1
USA,13/1/08,music,101
USA,16/2/08,film and video,0.29
USA,15/2/03,games,1466.67
USA,12/11/28,technology,501.95
USA,11/9/19,film and video,3.25
USA,16/10/05,film and video,0.28
USA,17/6/02,film and video,0.2
USA,16/12/29,publishing,102.83
USA,17/6/29,film and video,0.77
USA,12/11/05,film and video,125.52
USA,15/8/01,film and video,53.78
USA,17/3/01,comics,221.47
USA,15/3/29,publishing,125.63
USA,17/8/22,design,84.55
USA,14/10/02,photography,100.1
USA,17/1/30,art,6.92
USA,17/5/01,music,0.08
USA,17/8/31,technology,219.4
USA,13/3/28,publishing,200.82
USA,12/4/05,music,217.6
USA,12/3/09,publishing,16.88
USA,15/12/18,music,103.33
USA,13/5/14,publishing,116.35
USA,14/12/26,film and video,2.88
USA,14/10/22,photography,100.65
USA,16/8/08,film and video,54.8
USA,17/5/02,fashion,1.49
USA,16/1/26,film and video,0
USA,15/9/27,music,101.46
USA,13/9/07,publishing,145
USA,14/9/24,technology,6.93
USA,15/7/08,publishing,0.06
USA,14/5/16,film and video,0.77
USA,12/3/05,music,0.15
USA,15/11/30,publishing,0
USA,16/10/14,fashion,102.3
USA,17/5/15,film and video,7.08
USA,12/9/17,music,153.12
USA,13/8/23,music,4.4
USA,13/1/28,publishing,0
USA,15/4/15,photography,2.25
USA,10/5/04,publishing,17.86
USA,16/1/04,publishing,109.6
USA,12/11/27,music,112.38
USA,17/3/21,art,131.77
USA,16/12/12,design,14.61
USA,13/11/11,publishing,107.8
USA,14/7/24,art,4
USA,17/4/04,film and video,145.88
USA,15/3/05,music,0
USA,11/9/29,film and video,360.5
USA,10/6/13,music,111.55
USA,17/6/21,theater,102.13
USA,10/11/24,film and video,0.12
USA,15/7/14,film and video,1.2
USA,14/4/08,film and video,116.88
USA,10/3/12,music,134.38
USA,15/3/04,games,169.22
USA,17/5/04,film and video,100.2
USA,15/5/06,photography,105.44
USA,16/3/02,publishing,163.71
USA,12/4/08,art,0.06
USA,9/9/14,film and video,0
USA,13/6/26,music,116.72
USA,12/6/18,music,101.4
USA,16/9/17,music,0
USA,14/4/25,publishing,20.07
USA,17/3/02,film and video,17.66
USA,13/5/08,music,101.12
USA,12/7/22,film and video,142.08
USA,16/11/08,design,141.67
USA,14/2/24,music,0
USA,17/3/28,film and video,10.97
USA,12/4/11,music,350.9
USA,15/3/03,publishing,4.89
USA,15/2/17,technology,379.83
USA,15/3/01,technology,1.21
USA,15/2/17,publishing,3.33
USA,11/7/26,music,101.63
USA,12/8/20,music,33.37
USA,17/3/15,photography,0
USA,14/8/12,technology,1.1
USA,12/8/09,music,0
USA,10/12/01,art,101.04
USA,15/6/01,technology,0
USA,14/8/27,film and video,100.38
USA,11/4/17,music,0.86
USA,17/3/28,journalism,0.17
USA,15/4/20,music,1.54
USA,17/6/18,fashion,2.42
USA,16/9/06,games,117.29
USA,17/4/11,publishing,48.22
USA,11/12/01,publishing,120.63
USA,12/9/05,music,114.24
USA,14/3/03,film and video,100.77
USA,17/5/15,art,162.44
USA,17/1/02,film and video,22.32
USA,15/2/02,film and video,1.11
USA,14/7/07,dance,100
USA,16/2/25,photography,0.2
USA,13/3/12,music,111.58
USA,17/4/25,fashion,720
USA,10/10/03,music,106.12
USA,13/7/01,film and video,114.6
USA,10/9/22,film and video,0
USA,17/1/16,film and video,116.61
USA,13/4/12,art,0.73
USA,15/5/19,technology,181.04
USA,16/6/07,design,120
USA,12/2/11,publishing,21
USA,14/10/24,technology,6.63
USA,12/5/24,art,50
USA,14/4/29,music,46.05
USA,15/9/12,film and video,0
USA,17/6/19,comics,118.66
USA,13/10/29,music,55.62
USA,10/12/08,film and video,0
USA,14/8/04,film and video,5.1
USA,17/8/30,design,39.17
USA,13/8/04,art,202.97
USA,15/1/29,publishing,133.65
USA,16/8/26,photography,162.32
USA,17/8/30,design,157.94
USA,17/3/14,games,305.38
USA,13/3/15,art,0.83
USA,17/3/15,film and video,101.71
USA,15/2/06,music,1
USA,16/8/27,photography,32.96
USA,12/11/30,music,16.53
USA,15/2/19,art,0
USA,11/4/01,music,100.44
USA,16/3/02,games,5.03
USA,12/5/17,music,115.58
USA,14/1/10,art,0.09
USA,17/3/12,publishing,0
USA,16/10/31,music,237.51
USA,12/10/15,music,134
USA,15/1/09,technology,1230
USA,16/4/28,journalism,0
USA,17/5/30,film and video,0
USA,13/3/05,art,0
USA,15/4/07,music,8.33
USA,15/6/23,technology,0
USA,11/1/16,art,34.14
USA,16/9/27,music,113.85
USA,11/10/04,music,107
USA,14/11/27,photography,0.14
USA,10/9/19,technology,7.12
USA,14/10/06,film and video,100.21
USA,17/7/16,film and video,0
USA,15/6/17,crafts,0
USA,15/8/07,film and video,1.2
USA,12/10/03,music,10.7
USA,14/5/29,art,0
USA,15/7/01,technology,307.56
USA,16/5/03,technology,97.64
USA,16/1/20,publishing,105.62
USA,16/8/01,technology,44
USA,14/9/16,art,5.4
USA,12/8/11,music,9.6
USA,16/11/10,film and video,4.61
USA,14/5/05,publishing,17.35
USA,15/10/30,music,1.25
USA,15/10/26,publishing,31.95
USA,12/9/15,film and video,109.39
USA,16/10/27,fashion,51.34
USA,17/6/16,film and video,0.5
USA,15/10/12,photography,334.97
USA,11/12/30,publishing,0
USA,14/8/10,games,39.94
USA,15/7/27,film and video,106.18
USA,17/3/28,games,74.7
USA,13/10/06,film and video,103.31
USA,16/6/14,design,735.3
USA,17/5/01,music,0.46
USA,14/3/03,design,278.91
USA,13/10/15,music,220.5
USA,16/8/26,film and video,2.22
USA,14/11/10,publishing,0
